,MM1,MM2,MM3,BD1,BD2,BD3,EQ1,EQ2,EQ3,FX1,FX2,FX3,FI1,FI2,FI3
2024-08-16,0.8426966292134831,0.2696629213483146,0.20224719101123595,0.9887640449438202,0.8539325842696629,0.8314606741573034,0.12359550561797752,0.3146067415730337,0.21348314606741572,0.1348314606741573,0.11235955056179775,0.14606741573033707,0.7415730337078652,0.5393258426966292,0.8314606741573034
2024-08-23,0.8426966292134831,0.24719101123595505,0.07865168539325842,0.8876404494382022,0.8651685393258427,0.8651685393258427,0.6404494382022472,0.47191011235955055,0.15730337078651685,0.11235955056179775,0.2808988764044944,0.1348314606741573,0.6404494382022472,0.550561797752809,0.0449438202247191
2024-08-30,0.8764044943820225,0.24719101123595505,0.06741573033707865,0.797752808988764,0.8426966292134831,0.898876404494382,0.7303370786516854,0.20224719101123595,0.20224719101123595,0.6966292134831461,0.5842696629213483,0.15730337078651685,0.550561797752809,0.5056179775280899,0.6853932584269663
2024-09-06,0.8426966292134831,0.6404494382022472,0.06741573033707865,0.8539325842696629,0.8876404494382022,0.8876404494382022,0.9887640449438202,0.8314606741573034,0.42696629213483145,0.39325842696629215,0.5617977528089888,0.19101123595505617,0.6179775280898876,0.48314606741573035,0.06741573033707865
2024-09-13,0.9101123595505618,0.9213483146067416,0.06741573033707865,0.8539325842696629,0.9662921348314607,0.7752808988764045,0.43820224719101125,0.5280898876404494,0.38202247191011235,0.4044943820224719,0.4606741573033708,0.20224719101123595,0.5842696629213483,0.10112359550561797,0.550561797752809
2024-09-20,0.9101123595505618,0.9438202247191011,0.033707865168539325,0.7303370786516854,0.9325842696629213,0.4606741573033708,0.5056179775280899,0.43820224719101125,0.3595505617977528,0.47191011235955055,0.449438202247191,0.2247191011235955,0.5056179775280899,0.07865168539325842,0.3595505617977528
2024-09-27,0.9101123595505618,0.9662921348314607,0.033707865168539325,0.6741573033707865,0.9662921348314607,0.5393258426966292,0.3258426966292135,0.7528089887640449,0.39325842696629215,0.07865168539325842,0.6741573033707865,0.29213483146067415,0.48314606741573035,0.02247191011235955,0.898876404494382
2024-10-04,0.8764044943820225,0.9775280898876404,0.011235955056179775,0.6853932584269663,0.9438202247191011,0.7415730337078652,0.8876404494382022,0.7752808988764045,0.5842696629213483,1.0,0.8314606741573034,0.2696629213483146,0.5168539325842697,0.0449438202247191,0.33707865168539325
2024-10-11,0.7191011235955056,0.8089887640449438,0.4606741573033708,0.8089887640449438,0.6966292134831461,0.9438202247191011,0.47191011235955055,0.5842696629213483,0.5730337078651685,0.5280898876404494,0.8764044943820225,0.21348314606741572,0.5393258426966292,0.033707865168539325,0.16853932584269662
2024-10-18,0.6966292134831461,0.7865168539325843,0.43820224719101125,0.6966292134831461,0.7528089887640449,0.9550561797752809,0.6853932584269663,0.39325842696629215,0.4943820224719101,0.898876404494382,0.9438202247191011,0.25842696629213485,0.6067415730337079,0.056179775280898875,0.12359550561797752
2024-10-25,0.7191011235955056,0.8202247191011236,0.4606741573033708,0.6629213483146067,0.797752808988764,0.9775280898876404,0.7078651685393258,0.6179775280898876,0.4157303370786517,0.9325842696629213,0.9662921348314607,0.2808988764044944,0.651685393258427,0.06741573033707865,0.1797752808988764
2024-11-01,0.7415730337078652,0.8764044943820225,0.4943820224719101,0.7528089887640449,0.7752808988764045,0.9887640449438202,0.7865168539325843,0.6741573033707865,0.47191011235955055,0.16853932584269662,1.0,0.24719101123595505,0.7191011235955056,0.12359550561797752,0.8876404494382022
2024-11-08,0.7415730337078652,0.8426966292134831,0.4943820224719101,0.7303370786516854,0.8314606741573034,0.7303370786516854,0.4943820224719101,0.2247191011235955,0.48314606741573035,0.8876404494382022,0.5393258426966292,0.23595505617977527,0.5955056179775281,0.11235955056179775,0.3146067415730337
2024-11-15,0.7752808988764045,0.8539325842696629,0.5056179775280899,0.7640449438202247,0.7865168539325843,0.8202247191011236,1.0,0.5393258426966292,0.6853932584269663,0.5168539325842697,0.651685393258427,0.16853932584269662,0.6966292134831461,0.23595505617977527,0.47191011235955055
2024-11-22,0.7752808988764045,0.8651685393258427,0.47191011235955055,0.7078651685393258,0.8764044943820225,0.7191011235955056,0.1797752808988764,0.21348314606741572,0.6966292134831461,0.6629213483146067,0.6067415730337079,0.30337078651685395,0.6741573033707865,0.3707865168539326,0.15730337078651685
2024-11-29,0.6629213483146067,0.7303370786516854,0.7078651685393258,0.7415730337078652,0.9101123595505618,0.6179775280898876,0.8202247191011236,0.24719101123595505,0.7865168539325843,0.23595505617977527,0.4157303370786517,0.3258426966292135,0.6853932584269663,0.38202247191011235,0.39325842696629215
2024-12-06,0.651685393258427,0.7415730337078652,0.6966292134831461,0.8314606741573034,0.898876404494382,0.30337078651685395,0.7415730337078652,0.6067415730337079,0.7303370786516854,0.9775280898876404,0.7303370786516854,0.39325842696629215,0.8426966292134831,0.4157303370786517,0.7303370786516854
2024-12-13,0.6741573033707865,0.9325842696629213,0.7528089887640449,0.7865168539325843,0.9887640449438202,0.38202247191011235,0.2696629213483146,0.2696629213483146,0.7415730337078652,0.7303370786516854,0.550561797752809,0.42696629213483145,0.898876404494382,0.42696629213483145,0.8202247191011236
2024-12-20,0.6966292134831461,0.9887640449438202,0.7640449438202247,0.550561797752809,0.9775280898876404,0.48314606741573035,0.9438202247191011,0.4943820224719101,0.7752808988764045,0.7191011235955056,0.5280898876404494,0.34831460674157305,0.9438202247191011,0.449438202247191,0.3707865168539326
2024-12-27,0.7752808988764045,1.0,0.7752808988764045,0.5393258426966292,1.0,0.6067415730337079,0.6629213483146067,0.4157303370786517,0.6179775280898876,0.9438202247191011,0.8089887640449438,0.3146067415730337,0.9325842696629213,0.4044943820224719,0.4606741573033708
2025-01-03,0.6404494382022472,0.7528089887640449,0.8426966292134831,0.47191011235955055,0.9213483146067416,0.5617977528089888,0.39325842696629215,0.33707865168539325,0.43820224719101125,0.42696629213483145,0.7191011235955056,0.47191011235955055,0.9775280898876404,0.3595505617977528,0.8426966292134831
2025-01-10,0.6067415730337079,0.4044943820224719,0.9438202247191011,0.5168539325842697,0.6629213483146067,0.651685393258427,0.21348314606741572,0.3258426966292135,0.6404494382022472,0.449438202247191,0.7078651685393258,0.5280898876404494,0.9887640449438202,0.34831460674157305,0.5842696629213483
2025-01-17,0.5955056179775281,0.4943820224719101,0.9325842696629213,0.6067415730337079,0.6179775280898876,0.6404494382022472,0.6067415730337079,0.11235955056179775,0.5617977528089888,0.14606741573033707,0.7415730337078652,0.5617977528089888,0.9550561797752809,0.2808988764044944,0.43820224719101125
2025-01-24,0.6292134831460674,0.6179775280898876,0.9887640449438202,0.4606741573033708,0.7415730337078652,0.4044943820224719,0.5617977528089888,0.1348314606741573,0.23595505617977527,0.0898876404494382,0.48314606741573035,0.5955056179775281,0.6629213483146067,0.24719101123595505,0.651685393258427
2025-01-31,0.6292134831460674,0.6404494382022472,0.9775280898876404,0.4943820224719101,0.7303370786516854,0.4943820224719101,0.7191011235955056,0.19101123595505617,0.2247191011235955,0.9550561797752809,0.6404494382022472,0.6067415730337079,0.7078651685393258,0.30337078651685395,0.10112359550561797
2025-02-07,0.5955056179775281,0.39325842696629215,0.9662921348314607,0.651685393258427,0.550561797752809,0.550561797752809,0.6292134831460674,0.23595505617977527,0.16853932584269662,0.3258426966292135,0.6179775280898876,0.5056179775280899,0.5730337078651685,0.29213483146067415,0.7640449438202247
2025-02-14,0.5730337078651685,0.38202247191011235,0.9550561797752809,0.5617977528089888,0.5955056179775281,0.34831460674157305,0.25842696629213485,0.12359550561797752,0.1797752808988764,0.25842696629213485,0.43820224719101125,0.4943820224719101,0.43820224719101125,0.3258426966292135,0.7528089887640449
2025-02-21,0.550561797752809,0.011235955056179775,1.0,0.5730337078651685,0.47191011235955055,0.5168539325842697,0.30337078651685395,0.1797752808988764,0.14606741573033707,0.29213483146067415,0.3258426966292135,0.550561797752809,0.4157303370786517,0.2696629213483146,0.7078651685393258
2025-02-28,0.5617977528089888,0.19101123595505617,0.9101123595505618,0.7752808988764045,0.5280898876404494,0.8539325842696629,0.9775280898876404,0.6629213483146067,0.24719101123595505,0.9662921348314607,0.6292134831460674,0.6404494382022472,0.4044943820224719,0.33707865168539325,0.30337078651685395
2025-03-07,0.5168539325842697,0.0898876404494382,0.9213483146067416,0.6404494382022472,0.48314606741573035,0.8426966292134831,0.449438202247191,0.5730337078651685,0.33707865168539325,0.1797752808988764,0.5168539325842697,0.651685393258427,0.449438202247191,0.25842696629213485,0.8764044943820225
2025-03-14,0.5168539325842697,0.5617977528089888,0.898876404494382,0.5842696629213483,0.449438202247191,0.797752808988764,0.651685393258427,0.6067415730337079,0.3146067415730337,0.5730337078651685,0.39325842696629215,0.6404494382022472,0.5280898876404494,0.2247191011235955,0.4044943820224719
2025-03-21,0.5168539325842697,0.5955056179775281,0.8876404494382022,0.6292134831460674,0.43820224719101125,0.5955056179775281,0.2247191011235955,0.30337078651685395,0.34831460674157305,0.7415730337078652,0.5056179775280899,0.6179775280898876,0.7528089887640449,0.20224719101123595,0.6067415730337079
2025-03-28,0.5168539325842697,0.5730337078651685,0.8876404494382022,0.6179775280898876,0.42696629213483145,0.6741573033707865,0.898876404494382,0.4606741573033708,0.449438202247191,0.5393258426966292,0.4044943820224719,0.5730337078651685,0.8314606741573034,0.21348314606741572,0.449438202247191
2025-04-04,0.43820224719101125,0.2247191011235955,0.8651685393258427,0.5955056179775281,0.5056179775280899,0.9662921348314607,0.9325842696629213,0.8202247191011236,0.3707865168539326,0.2808988764044944,0.797752808988764,0.6741573033707865,1.0,0.1348314606741573,0.34831460674157305
2025-04-11,0.4044943820224719,0.02247191011235955,0.8539325842696629,0.48314606741573035,0.5168539325842697,1.0,0.7640449438202247,0.9101123595505618,0.2696629213483146,0.011235955056179775,0.8651685393258427,0.7752808988764045,0.8539325842696629,0.011235955056179775,0.6629213483146067
2025-04-18,0.3707865168539326,0.20224719101123595,0.8202247191011236,0.5280898876404494,0.5842696629213483,0.9325842696629213,0.33707865168539325,0.6853932584269663,0.25842696629213485,0.48314606741573035,0.7752808988764045,0.797752808988764,0.8202247191011236,0.0898876404494382,0.19101123595505617
2025-04-25,0.4044943820224719,0.29213483146067415,0.8314606741573034,0.5056179775280899,0.6292134831460674,0.8764044943820225,0.29213483146067415,0.48314606741573035,0.4044943820224719,0.8539325842696629,0.7865168539325843,0.9213483146067416,0.6292134831460674,0.14606741573033707,0.14606741573033707
2025-05-02,0.3707865168539326,0.33707865168539325,0.8089887640449438,0.449438202247191,0.651685393258427,0.8089887640449438,0.550561797752809,0.42696629213483145,0.29213483146067415,0.02247191011235955,0.9325842696629213,0.9887640449438202,0.4943820224719101,0.19101123595505617,0.0898876404494382
2025-05-09,0.30337078651685395,0.29213483146067415,0.797752808988764,0.3707865168539326,0.5617977528089888,0.7640449438202247,0.5168539325842697,0.25842696629213485,0.19101123595505617,0.3707865168539326,0.9550561797752809,0.9662921348314607,0.5617977528089888,0.15730337078651685,0.5730337078651685
2025-05-16,0.34831460674157305,0.651685393258427,0.7865168539325843,0.34831460674157305,0.6067415730337079,0.6629213483146067,0.34831460674157305,0.15730337078651685,0.3258426966292135,0.550561797752809,0.9775280898876404,0.8651685393258427,0.4606741573033708,0.16853932584269662,0.2696629213483146
2025-05-23,0.2808988764044944,0.6741573033707865,0.6741573033707865,0.07865168539325842,0.5393258426966292,0.7865168539325843,0.7528089887640449,0.29213483146067415,0.30337078651685395,0.033707865168539325,0.9887640449438202,0.8314606741573034,0.47191011235955055,0.1797752808988764,0.056179775280898875
2025-05-30,0.25842696629213485,0.5393258426966292,0.6404494382022472,0.06741573033707865,0.4606741573033708,0.5280898876404494,0.1348314606741573,0.651685393258427,0.2808988764044944,0.8764044943820225,0.9213483146067416,0.9775280898876404,0.42696629213483145,0.4943820224719101,0.033707865168539325
2025-06-06,0.24719101123595505,0.449438202247191,0.6404494382022472,0.011235955056179775,0.4044943820224719,0.43820224719101125,0.10112359550561797,0.6404494382022472,0.4606741573033708,0.06741573033707865,0.8876404494382022,0.8764044943820225,0.39325842696629215,0.5730337078651685,0.2808988764044944
2025-06-13,0.19101123595505617,0.42696629213483145,0.5280898876404494,0.21348314606741572,0.30337078651685395,0.6292134831460674,0.23595505617977527,0.7303370786516854,0.5280898876404494,0.6853932584269663,0.9101123595505618,0.7078651685393258,0.3707865168539326,0.5842696629213483,0.4157303370786517
2025-06-20,0.19101123595505617,0.449438202247191,0.5280898876404494,0.14606741573033707,0.3258426966292135,0.449438202247191,0.07865168539325842,0.7078651685393258,0.7078651685393258,0.6741573033707865,0.898876404494382,0.7415730337078652,0.38202247191011235,0.5955056179775281,0.6404494382022472
2025-06-27,0.2247191011235955,0.3146067415730337,0.550561797752809,0.4157303370786517,0.3707865168539326,0.42696629213483145,0.4606741573033708,0.7191011235955056,0.7640449438202247,0.21348314606741572,0.8426966292134831,0.7640449438202247,0.3595505617977528,0.5617977528089888,0.20224719101123595
2025-07-04,0.056179775280898875,0.0449438202247191,0.5955056179775281,0.3146067415730337,0.24719101123595505,0.39325842696629215,0.6741573033707865,0.7640449438202247,0.651685393258427,0.4606741573033708,0.8539325842696629,0.7865168539325843,0.34831460674157305,0.6067415730337079,0.8539325842696629
2025-07-11,0.07865168539325842,0.10112359550561797,0.42696629213483145,0.21348314606741572,0.2696629213483146,0.3707865168539326,0.14606741573033707,0.5056179775280899,0.7191011235955056,0.797752808988764,0.8202247191011236,0.8089887640449438,0.3258426966292135,0.7640449438202247,0.011235955056179775
2025-07-18,0.07865168539325842,0.14606741573033707,0.39325842696629215,0.15730337078651685,0.25842696629213485,0.3146067415730337,0.5955056179775281,0.3595505617977528,0.5393258426966292,0.7640449438202247,0.7528089887640449,0.8876404494382022,0.2808988764044944,0.7528089887640449,0.9325842696629213
2025-07-25,0.056179775280898875,0.12359550561797752,0.34831460674157305,0.2696629213483146,0.2247191011235955,0.29213483146067415,0.6179775280898876,0.5280898876404494,0.5168539325842697,0.24719101123595505,0.7640449438202247,0.9438202247191011,0.24719101123595505,0.7078651685393258,0.5955056179775281
2025-08-01,0.056179775280898875,0.21348314606741572,0.34831460674157305,0.3258426966292135,0.23595505617977527,0.33707865168539325,0.8764044943820225,0.7865168539325843,0.6292134831460674,0.6292134831460674,0.6966292134831461,0.8202247191011236,0.25842696629213485,0.9101123595505618,1.0
2025-08-08,0.02247191011235955,0.12359550561797752,0.30337078651685395,0.29213483146067415,0.29213483146067415,0.24719101123595505,0.24719101123595505,0.4044943820224719,0.6741573033707865,0.4157303370786517,0.5730337078651685,0.9550561797752809,0.1348314606741573,0.9213483146067416,0.23595505617977527
2025-08-15,0.02247191011235955,0.19101123595505617,0.30337078651685395,0.16853932584269662,0.34831460674157305,0.20224719101123595,0.5730337078651685,0.34831460674157305,0.550561797752809,0.5056179775280899,0.38202247191011235,1.0,0.10112359550561797,0.898876404494382,0.5393258426966292
2025-08-22,0.10112359550561797,0.30337078651685395,0.2808988764044944,0.11235955056179775,0.2808988764044944,0.21348314606741572,0.8089887640449438,0.449438202247191,0.6067415730337079,0.2696629213483146,0.29213483146067415,0.898876404494382,0.033707865168539325,0.8876404494382022,0.5617977528089888
2025-08-29,0.10112359550561797,0.34831460674157305,0.25842696629213485,0.1797752808988764,0.3146067415730337,0.25842696629213485,0.5393258426966292,0.2808988764044944,0.5955056179775281,0.651685393258427,0.30337078651685395,0.9325842696629213,0.056179775280898875,0.8202247191011236,0.1348314606741573
2025-09-05,0.2247191011235955,0.6067415730337079,0.3146067415730337,0.12359550561797752,0.33707865168539325,0.3595505617977528,0.5280898876404494,0.16853932584269662,0.5056179775280899,0.38202247191011235,0.23595505617977527,0.8539325842696629,0.02247191011235955,0.8089887640449438,0.5280898876404494
2025-09-12,0.1348314606741573,0.48314606741573035,0.3258426966292135,0.19101123595505617,0.3595505617977528,0.16853932584269662,0.02247191011235955,0.3707865168539326,0.6629213483146067,0.6404494382022472,0.0898876404494382,0.9101123595505618,0.011235955056179775,0.8764044943820225,0.38202247191011235
2025-09-19,0.2247191011235955,0.5842696629213483,0.4157303370786517,0.25842696629213485,0.38202247191011235,0.15730337078651685,0.4044943820224719,0.38202247191011235,0.7528089887640449,0.5617977528089888,0.07865168539325842,0.8426966292134831,0.0449438202247191,0.8651685393258427,0.6966292134831461
2025-09-26,0.24719101123595505,0.6629213483146067,0.4044943820224719,0.25842696629213485,0.21348314606741572,0.1797752808988764,0.797752808988764,0.5617977528089888,0.797752808988764,0.7528089887640449,0.12359550561797752,0.6966292134831461,0.3146067415730337,0.9438202247191011,0.9213483146067416
2025-10-03,0.16853932584269662,0.47191011235955055,0.38202247191011235,0.2247191011235955,0.19101123595505617,0.14606741573033707,0.056179775280898875,0.6292134831460674,0.8089887640449438,0.33707865168539325,0.033707865168539325,0.7303370786516854,0.23595505617977527,0.9325842696629213,0.8089887640449438
2025-10-10,0.16853932584269662,0.5168539325842697,0.3707865168539326,0.2808988764044944,0.1797752808988764,0.2808988764044944,0.3707865168539326,0.6966292134831461,0.8202247191011236,0.9101123595505618,0.15730337078651685,0.7528089887640449,0.33707865168539325,0.9550561797752809,0.9101123595505618
2025-10-17,0.1348314606741573,0.5280898876404494,0.23595505617977527,0.39325842696629215,0.20224719101123595,0.2247191011235955,0.15730337078651685,0.9550561797752809,0.8314606741573034,0.3595505617977528,0.42696629213483145,0.7191011235955056,0.30337078651685395,0.8426966292134831,0.9438202247191011
2025-10-24,0.1348314606741573,0.15730337078651685,0.2247191011235955,0.4157303370786517,0.16853932584269662,0.11235955056179775,0.0449438202247191,0.898876404494382,0.8426966292134831,0.8651685393258427,0.2696629213483146,0.6853932584269663,0.29213483146067415,0.8314606741573034,0.6741573033707865
2025-10-31,0.16853932584269662,0.056179775280898875,0.21348314606741572,0.3595505617977528,0.11235955056179775,0.0898876404494382,0.11235955056179775,0.8764044943820225,0.8539325842696629,0.2247191011235955,0.20224719101123595,0.6629213483146067,0.14606741573033707,0.797752808988764,0.9662921348314607
2025-11-07,0.2696629213483146,0.16853932584269662,0.24719101123595505,0.43820224719101125,0.0449438202247191,0.19101123595505617,0.9550561797752809,1.0,0.8651685393258427,0.9887640449438202,0.24719101123595505,0.5842696629213483,0.2247191011235955,0.7752808988764045,0.02247191011235955
2025-11-14,0.4044943820224719,0.7191011235955056,0.651685393258427,0.25842696629213485,0.07865168539325842,0.2696629213483146,0.4157303370786517,0.9662921348314607,0.8764044943820225,0.20224719101123595,0.4943820224719101,0.449438202247191,0.20224719101123595,0.7865168539325843,0.21348314606741572
2025-11-21,0.4157303370786517,0.7752808988764045,0.5617977528089888,0.1348314606741573,0.14606741573033707,0.23595505617977527,0.9662921348314607,0.9887640449438202,0.898876404494382,0.9213483146067416,0.3146067415730337,0.5393258426966292,0.2696629213483146,0.8539325842696629,0.6292134831460674
2025-11-28,0.449438202247191,0.797752808988764,0.6067415730337079,0.34831460674157305,0.0898876404494382,0.12359550561797752,0.3595505617977528,0.8651685393258427,0.8876404494382022,0.34831460674157305,0.34831460674157305,0.4044943820224719,0.21348314606741572,0.7303370786516854,0.48314606741573035
2025-12-05,0.47191011235955055,0.8876404494382022,0.6179775280898876,0.30337078651685395,0.12359550561797752,0.10112359550561797,0.06741573033707865,0.8426966292134831,0.9101123595505618,0.6067415730337079,0.14606741573033707,0.4606741573033708,0.1797752808988764,0.7415730337078652,0.6179775280898876
2025-12-12,0.47191011235955055,0.898876404494382,0.5842696629213483,0.42696629213483145,0.056179775280898875,0.1348314606741573,0.38202247191011235,0.7415730337078652,0.9213483146067416,0.6179775280898876,0.1797752808988764,0.38202247191011235,0.19101123595505617,0.7191011235955056,0.7752808988764045
2025-12-19,0.5280898876404494,0.9101123595505618,0.5730337078651685,0.38202247191011235,0.10112359550561797,0.056179775280898875,0.9213483146067416,0.8539325842696629,0.9438202247191011,0.43820224719101125,0.06741573033707865,0.43820224719101125,0.16853932584269662,0.5280898876404494,0.24719101123595505
2025-12-26,0.5393258426966292,0.9550561797752809,0.5393258426966292,0.0898876404494382,0.15730337078651685,0.0449438202247191,0.2808988764044944,0.797752808988764,0.9325842696629213,0.0449438202247191,0.6629213483146067,0.42696629213483145,0.15730337078651685,0.47191011235955055,0.797752808988764
2026-01-02,0.42696629213483145,0.8314606741573034,0.6629213483146067,0.02247191011235955,0.1348314606741573,0.07865168539325842,0.0898876404494382,0.8876404494382022,0.9550561797752809,0.4943820224719101,0.47191011235955055,0.5168539325842697,0.12359550561797752,0.4606741573033708,0.9550561797752809
2026-01-09,0.34831460674157305,0.7640449438202247,0.7303370786516854,0.056179775280898875,0.06741573033707865,0.06741573033707865,0.011235955056179775,0.9438202247191011,0.9662921348314607,0.7865168539325843,0.21348314606741572,0.48314606741573035,0.07865168539325842,0.39325842696629215,0.9887640449438202
2026-01-16,0.30337078651685395,0.6853932584269663,0.7415730337078652,0.10112359550561797,0.02247191011235955,0.033707865168539325,0.033707865168539325,0.9213483146067416,0.9887640449438202,0.8202247191011236,0.33707865168539325,0.38202247191011235,0.06741573033707865,0.43820224719101125,0.7865168539325843
2026-01-23,0.3146067415730337,0.7078651685393258,0.7191011235955056,0.0449438202247191,0.011235955056179775,0.011235955056179775,0.20224719101123595,0.9325842696629213,1.0,0.19101123595505617,0.6067415730337079,0.33707865168539325,0.0898876404494382,0.5168539325842697,0.25842696629213485
2026-01-30,0.34831460674157305,0.6966292134831461,0.6853932584269663,0.033707865168539325,0.033707865168539325,0.02247191011235955,0.16853932584269662,0.9775280898876404,0.9775280898876404,0.056179775280898875,0.6853932584269663,0.3595505617977528,0.11235955056179775,0.3146067415730337,0.7415730337078652
